Marmalade Pound Cake // Cookbook Recipe,"Have a jar of marmalade? Then you're halfway to sitting down with your own slice of this orange-scented marmalade cake. Tender and rich, this cake can go from afternoon snack to dessert buffet without blinking an eye.","['Cookbooks', 'Dessert', 'Baking', 'Cake', 'Marmalade', 'Pound Cake']",15 minutes,"1 hour, 10 minutes",2 loaves (about 10 slices each),"['1 1/2 cups (340 g) unsalted butter, at room temperature, plus more for pans', '3 cups (360 g) all-purpose flour, plus more for pans', '2 1/2 cups (495 g) granulated sugar', '2 tablespoons grated orange zest, from 2 large oranges', '8 large eggs, at room temperature', '1/3 cup (80 ml) marmalade', '1 tablespoon vanilla extract', '1 1/2 teaspoons baking powder', '1 teaspoon salt', '3/4 cup (85 g) powdered sugar', '2/3 cup (160 ml) marmalade', '1/2 cup (120 ml) water']","['Preheat your oven to 325°F. Butter and lightly flour two 8 x 4-inch loaf pans. (Alternatively, line your pans with a parchment paper sling and spray all sides with cooking spray.)']",https://www.simplyrecipes.com/wp-content/uploads/2019/06/Marmalade-Cake-LEAD-5.jpg,Emma Christensen
Marsala Glazed Mushrooms,"Sautéed button or cremini mushrooms, first without fat, then with a little butter and Marsala wine, and reduced until the wine is just a glaze on the mushrooms.","['Side Dish', 'Gluten-Free', 'Marsala', 'Mushroom']",5 minutes,30 minutes,Serves 4 as a side,"['1 pound fresh button or cremini mushrooms, cut into thick slices', 'Salt', '4 tablespoons butter', '1/3 cup Marsala wine', 'Pinch of chopped fresh or dry thyme']",['Dry sauté the mushrooms:\xa0Heat a large sauté pan over high heat. Put all the mushrooms in the hot pan and stir the mushrooms. Reduce the heat to medium-high. Stir often.'],https://www.simplyrecipes.com/wp-content/uploads/2011/01/marsala-glazed-mushrooms-vertical-a-1600.jpg,Elise Bauer
Marsala Poached Pears,"Bosc pears poached in Marsala wine with star anise, cinnamon, and cloves.","['Dessert', 'Gluten-Free', 'Fruit', 'Marsala', 'Pear']",10 minutes,25 minutes,Makes 4 servings,"['4 bosc pears, peeled, stem still attached, 1/4-inch of bottom sliced off so pears can easily sit upright', '1 cup dry Marsala wine (or Madeira)', '1 1/2 Tbsp lemon juice', '1/3 cup white sugar', '1/2 star anise', '4 cloves', '1/2 stick cinnamon']","['Make the spiced marsala syrup: In a saucepan just large enough to fit all of the pears, place the Marsala wine, sugar, lemon juice, star anise, cloves, and cinnamon. Bring to a boil.']",https://www.simplyrecipes.com/wp-content/uploads/2008/10/marsala-poached-pears-pinterest-long.jpg,Elise Bauer
Chicken Marsala with Pancetta and Cream,"This Chicken Marsala is so creamy, and so good! Learn how to make Chicken Marsala with breaded chicken cutlets in a Marsala wine, pancetta, and cream sauce. The secret is in the pancetta! ","['Dinner', 'Quick and Easy', 'Low Carb', 'Chicken', 'Chicken Breast', 'Marsala', 'Pancetta']",10 minutes,30 minutes,Serves 3-4,"['1 tablespoon extra virgin olive oil', '2 ounces pancetta (about one\xa01/4-inch thick slice), cut into 1/4 inch cubes', '1/2 cup finely diced onion (or shallots)', '1/2 cup flour for dredging', '1 pound of skinless, boneless chicken breasts, cut or pounded into thin cutlets', 'Kosher salt', 'Freshly ground black pepper', '3/4 cup dry Marsala wine', '6 tablespoons heavy cream', 'Minced fresh flat-leaf parsley']","['Cook the pancetta: Heat olive oil in a large skillet on medium high heat. Add the diced pancetta and cook until lightly browned and crisp. Use a slotted spoon to remove the pancetta, leaving the rendered fat in the pan.']",https://www.simplyrecipes.com/wp-content/uploads/2007/10/chicken-marsala-pancetta-vertical-a-1600.jpg,Elise Bauer
Strawberry Mascarpone Tart,"Tart with fresh strawberries, macerated in sugar, over a creamy mascarpone base and brushed with a balsamic glaze.","['Dessert', ""Mother's Day"", 'Baking', 'Fruit', 'Mascarpone', 'Strawberry', 'Tart']","1 hour, 30 minutes",35 minutes,Serves 6 to 8,"['1 recipe pie dough (see Pâte Brisée recipe, increase sugar to 1 1/2 teaspoons)', '1 sheet of puff pastry, thawed', '1 egg, whisked', '2 lbs strawberries, stemmed and quartered', '1/2 cup granulated sugar', '1 Tbsp orange zest, divided', '1 teaspoon lemon juice', '12 ounces mascarpone cheese (can also use 8 ounces mascarpone mixed in with 4 ounces of ricotta or 4 ounces of whipped cream)', '1/2 teaspoon vanilla', ""1/3 cup confectioner's sugar (powdered sugar)"", ""1 Tbsp balsamic vinegar (substitute a teaspoon of lemon juice if you don't have balsamic)""]",[' Using Pie Dough Roll out the pie dough and line a 10-inch tart pan with the dough. Prick the bottom of the shell all over with the tines of a fork. Freeze for 20 minutes.'],https://www.simplyrecipes.com/wp-content/uploads/2009/05/strawberry-mascarpone-tart-vertical-a-1800.jpg,Elise Bauer
Mashed Potatoes and Parsnips with Chives and Parsley,"Mashed parsnips and Yukon gold potatoes mashed with butter, chives, and parsley.","['Side Dish', 'Gluten-Free', 'Vegetarian', 'Mashed Potatoes', 'Parsnip', 'Potatoes', 'Vegetables']",15 minutes,30 minutes,Serves 4.,"['1 1/2 pounds parsnips', '1 1/2 pounds yukon gold potatoes', '2 teaspoons Salt', '4 1/2 cups water', '2 Tbsp unsalted butter', '1/2 teaspoon salt', '1 Tbsp chopped parsley', '1 Tbsp chopped chives', '1/8 teaspoon freshly ground black pepper']",['Prep the parsnips and potatoes:\xa0Peel the parsnips. Cut them crosswise into 1/2-inch thick medallions. Peel the potatoes and cut them into 1 to 1 1/2-inch chunks.'],https://www.simplyrecipes.com/wp-content/uploads/2014/02/mashed-parsnip-potatoes-vertical-b-1400.jpg,Elise Bauer
Smashed New Potatoes with Garlic and Chives,"Smashed new potatoes! Oven-roasted in butter, smashed with garlic and minced chives.","['Side Dish', 'Gluten-Free', 'Mashed Potatoes', 'New Potatoes', 'Potatoes', 'Vegetables']",5 minutes,"1 hour, 10 minutes",Serves 3 to 6,"['1-2 pounds new potatoes or Yukon Golds', '3 tablespoons unsalted butter', 'Salt', '1 minced garlic clove', '1-2 tablespoons minced chives or green onion greens']","['Bake the potatoes: Preheat the oven to 350°F. Put the potatoes in a medium oven-proof pot (with a cover) and add about 1 tablespoon of the butter, cut into pieces. Cover and bake in the oven for 20 minutes.']",https://www.simplyrecipes.com/wp-content/uploads/2010/04/smashed-new-potatoes-horiz-a-1800.jpg,Elise Bauer
Mozzarella-Stuffed Meatballs in Tomato Sauce,"Pork and beef meatballs stuffed with melty, gooey mozzarella, swimming in a rich tomato sauce makes for a filling weeknight meal! The best part? This recipe is on the table in 40 minutes. ","['Dinner', 'Favorite Fall', 'Favorite Winter', 'Comfort Food', 'Freezer-friendly', 'Make-ahead', 'Beef', 'Meatballs', 'Pork']",20 minutes,20 minutes,"16 meatballs, serves 4","['1/3 cup whole, 2% or low-fat milk', '1 1/2 slices white bread, crusts removed and torn into pieces', '3/4 teaspoon salt', '1/8 teaspoon freshly ground black pepper', '3/4 pound ground beef', '3/4 pound ground pork', '3/4 cup finely grated Parmesan', '1 large egg, beaten in a bowl', '2 to 3 ounces fresh or low-moisture mozzarella, cut into 16 (1-inch) pieces', '2 tablespoons olive oil', '2 (28-ounce) cans whole tomatoes, preferably San Marzano', '2 tablespoons olive oil', '2 cloves garlic, thinly sliced', '1/2 teaspoon salt', '1/8 teaspoon freshly ground black pepper', 'Pinch of sugar (optional)', '6 to 7 basil leaves, torn into pieces, plus more for serving', '1/2 cup shredded mozzarella', '1/2 cup shredded Parmesan']","['Preheat the oven to 400ºF. Heat the milk in the microwave for 30 seconds, or in a pot on top of the stove, until warm to the touch.']",https://www.simplyrecipes.com/wp-content/uploads/2019/05/Mozzarella-Stuffed-Meatballs-LEAD-4.jpg,Sally Vargas
Cheesy Slow Cooker Sausage Balls,"Slow Cooker Sausage Balls are cheesy, easy to make, and super delicious. Serve them as a party appetizer, spoon over pasta, or make a meatball sub! You choose.","['Family-Friendly', 'Appetizer', 'Dinner', 'Make-ahead', 'Slow Cooker', 'Gluten-Free', 'Low Carb', 'Italian Sausage', 'Meatballs', 'Pork', 'Sausage']",10 minutes,20 minutes,About 30 meatballs,"['2 pounds Italian sausage, either bulk or removed from the casing', '4 ounces (1 cup) sharp cheddar cheese, grated', '8 ounces cream cheese', '1 teaspoon kosher salt', 'Olive oil, for browning', '3 cups marinara sauce, store-bought or homemade', 'Fresh parsley, garnish', 'Pasta, for serving (optional)']","['Make the sausage balls: In a medium bowl, mix together Italian sausage, cheddar cheese, cream cheese, and kosher salt. Use your hands to mix the mixture really well so there are no huge chunks of cream cheese.']",https://www.simplyrecipes.com/wp-content/uploads/2019/11/Slow-Cooker-Cheesy-LEAD-5.jpg,Nick Evans
Tuscan Meatloaf with Mushroom Sauce,A tasty Tuscan meatloaf with mushroom sauce.  This recipe has an unusual twist of cooking the meatloaf on the stovetop.,"['Dinner', 'Italian', 'Beef', 'Meatloaf', 'Mushroom']",20 minutes,50 minutes,Serves 4,"['2 oz dried wild mushrooms', '1 pound lean ground beef', '1 tablespoon milk', 'One 2-in square of white bread, crust removed', '1 tablespoon finely chopped yellow onion', '1 teaspoon salt', 'Freshly ground black pepper', '2 tablespoons chopped prosciutto or unsmoked ham', '1/3 cup freshly grated Parmesan cheese', '1/4 teaspoon minced garlic', '1 lightly beaten egg yolk', '1/2 cup unflavored bread crumbs', '4 tablespoons tomato paste', '2 tablespoons extra virgin olive oil', '1 tablespoon butter', '1/3 cup dry white wine']",['Soak the dried mushrooms in two cups of lukewarm water for half an hour or more.'],https://www.simplyrecipes.com/wp-content/uploads/2007/05/tuscan-meatloaf-horiz-a-1800.jpg,Elise Bauer
BBQ Meatloaf Bites,"Check out these BBQ Meatloaf Bites! Foods in miniature tend to go over well with kids, and our Eat Your Food! columnist Nick Evans found that to be true with these mini meatloaf bites baked in muffin tins. (We bet grown-ups will like them, too!)","['Eat Your Food', 'Dinner', 'Freezer-friendly', 'Kid-friendly', 'Beef', 'Meatloaf']",15 minutes,30 minutes,18 meatloaf bites,"['2 pounds lean ground beef (no more than 10% fat)', '1 large egg', '3/4 cup breadcrumbs', '1 small white onion, 1/2 cup diced', '1 stalk celery, 1/3 cup diced', '1 medium carrot, 1/3 cup diced', '1/2 green pepper, 1/3 cup diced', '3 cloves garlic, minced', '1 teaspoon chili powder', '1/2 teaspoon salt', '1/2 teaspoon black pepper', '1 tablespoon Worcestershire sauce', '1 cup barbecue sauce (I like Stubbs)', '1/4 cup brown sugar', '1 tablespoon hot sauce (optional)', '1 soft French roll', '2 to 3 cooked meatloaf bites', '2 tablespoons marinara sauce, store-bought or homemade', '2 ounces provolone cheese', 'Banana peppers']",['Preheat the oven to 350°F.'],https://www.simplyrecipes.com/wp-content/uploads/2018/12/EYF-Meatloaf-Bites-LEAD-7.jpg,Nick Evans
Mediterranean Potato Salad,"Summery potato salad with new potatoes, green beans, roasted red bell peppers, red onion, olives, parsley, tossed in vinaigrette.","['Salad', 'Make-ahead', 'Mediterranean', 'Gluten-Free', 'Vegan', 'Vegetarian', 'New Potatoes', 'Picnic Salad', 'Potato Salads', 'Potatoes']",20 minutes,40 minutes,Serves 10 to 12,"['4 pounds small new potatoes or fingerling potatoes, scrubbed clean', 'Salted water (1 1/2 teaspoons salt for every quart of water) for cooking the potatoes', '1 pound of fresh, tender green beans, trimmed and cut into 1-inch pieces (4 cups prepped green beans)', '3 large roasted red bell peppers*, core removed, flesh cut into 2 x 1/4-inch strips (about 2 cups, or a 16 ounce jar, drained)', '3/4 cup minced red onion', '1 cup minced, pitted Kalamata and green olives (mini-chopper works well for this)', 'A large handful of fresh Italian parsley leaves, roughly chopped', 'A large handful of fresh baby arugula leaves', '2\xa0Tbsp whole grain mustard', '1/3 cup red wine vinegar', '1 teaspoon dried tarragon (or herbes de provence)', '1/2 teaspoon salt', '1/3 cup extra virgin olive oil']","['Boil the potatoes: Place whole potatoes in a large pot, cover with cold water, an inch above the level of the potatoes. Add salt (1 1/2 teaspoons for every quart of water used). Bring to a simmer on high heat, then reduce heat to maintain a simmer.']",https://www.simplyrecipes.com/wp-content/uploads/2014/05/mediterranean-potato-salad-vertical-a-1600.jpg,Elise Bauer
Pavlova,Learn how to make Pavlova - the egg white meringue dessert named after Russian ballerina Anna Pavlova. Served with raspberry sauce.,"['Dessert', 'Meringue']",20 minutes,1 hour,Makes 8-10 individual pavlovas,"['1 1/2 teaspoons pure vanilla extract', '1/2 teaspoon cream of tartar OR 2 teaspoons white wine vinegar OR distilled white vinegar', '1 1/2 tablespoons cornstarch', '1 1/2 cups granulated sugar', '3/4 cup (6 ounces, about 6) large egg whites, preferably room temperature', 'Pinch salt', '2 pints fresh or frozen berries', '1/4 cup sugar', 'Whipped Cream for topping']","['Prep baking sheet, preheat oven:\xa0Place rack in the middle of the oven and preheat the oven to 275°. Line a large baking sheet with parchment paper.']",https://www.simplyrecipes.com/wp-content/uploads/2007/03/pavlova-vertical-a-1200.jpg,Shuna Lydon
Chocolate Pavlova with Whipped Cream and Raspberries,"This chocolate pavlova topped with whipped cream and raspberries is a show-stopper, for sure. It also happens to be easy to make! If you can make meringue, you can make this.","['Dessert', 'Christmas', 'Holiday', ""New Year's"", ""Valentine's Day"", 'Baking', 'Gluten-Free', 'Chocolate', 'Meringue']",30 minutes,"1 hour, 30 minutes",8 to 10 servings,"['1 1/2 cups (300 grams) sugar', '4 1/2 teaspoons cornstarch', '6 egg whites, at room temperature', 'Pinch of salt', '1/2 teaspoon cream of tartar', '1 teaspoons vanilla', '1/4 cup (21 grams) Dutch processed cocoa powder', '4 tablespoons sliced almonds', '1/2 cup (2 ounces, 57 g) finely chopped bittersweet chocolate', '1 1/2 cups (355 ml) heavy whipping cream', '2 tablespoons sugar', '1 teaspoon vanilla extract', '3 (6-ounce) packages of raspberries, about 5 to 6 cups (500 g)', 'Powdered sugar (for sprinkling)']","[""Preheat the oven to 275ºF (135°C). Line a baking sheet with parchment. With a sharpie or pencil and using a 9-inch pie or cake pan as a guide, trace a 9-inch (23 cm) circle on the parchment paper and then flip the paper, so the ink-side is facing down (and doesn't touch your food), but you can still see the outline through the paper.""]",https://www.simplyrecipes.com/wp-content/uploads/2017/12/2017-12-Chocolate-Pavlova-16.jpg,Sally Vargas
Rhubarb Meringue Pie,"Tart and tangy Rhubarb Meringue Pie with orange zest, cinnamon, ground ginger, piled high with a light and fluffy meringue.","['Dessert', 'Favorite Spring', 'Fruit', 'Meringue', 'Meringue Pie', 'Pie', 'Rhubarb']",15 minutes,1 hour,Serves 8,"['1 frozen pie crust (see pie crust recipe for instructions to make your own)', '3 1/2 to 4 cups chopped rhubarb stalks (about 1 lb)', '3/4 cup white granulated sugar', '1 Tbsp orange zest', '1/4 teaspoon cinnamon', '1/4 teaspoon ground ginger', '3 Tbsp instant tapioca or 2 Tbsp tapioca flour/starch (can sub 2 Tbsp corn starch)', '1 Tbsp cornstarch', '1/3 cup cold water', '1/4 teaspoon cream of tartar (can use vinegar instead of cream of tartar, see method instructions)', '1/2 cup white granulated sugar', '4 large egg whites (room temperature)', '1/2 teaspoon vanilla extract']",['Pre-bake the pie shell: Heat the oven to 350°F. Line the frozen pie shell with aluminum foil. Fill two-thirds of the way with pie weights (dry beans work well for this).'],https://www.simplyrecipes.com/wp-content/uploads/2010/05/rhubarb-meringue-pie-horiz-a-1600.jpg,Elise Bauer
Summer Peaches with Baked Meringue,"Summer peaches need very little enhancement. Here's a play on ""peaches and cream"" with warm baked peaches topped with marshmallowy whipped meringue. It's a beautiful and simple showstopper for late-summer parties.","['Dessert', 'Baking', 'Fruit', 'Meringue', 'Peach']",15 minutes,15 minutes,6 to 8 servings,"['3 tablespoons unsalted butter', '1/2 cup lightly packed dark brown sugar', '1 teaspoon vanilla extract', '1 1/2 tablespoons amaretto (almond liqueur), or 1 teaspoon of pure almond extract', '1/8 teaspoon salt', '4 medium peaches, halved, pitted and thickly sliced (no need to peel)', '1/2 teaspoon cinnamon', '4 egg whites, at room temperature', '1/8 teaspoon salt', '1/2 teaspoon cream of tartar', '1 cup sugar', 'Finely grated zest of 1/2 lemon']","['Preheat the oven to 375ºF. Have on hand a 9- to 10-inch oven-safe skillet, or a similar-sized ceramic baking dish.']",https://www.simplyrecipes.com/wp-content/uploads/2018/08/Baked-Summer-Fruit-LEAD-VETICAL.jpg,Sally Vargas
Arroz Con Pollo,"Classic dish of Spain and Latin America, this arroz con pollo recipe is browned chicken cooked with rice, onions, garlic, and tomatoes.","['Dinner', 'Budget', 'Pantry Meal', 'Mexican', 'Chicken', 'Rice']",5 minutes,45 minutes,Serves 4-6,"['3 tablespoons extra virgin olive oil', '1 broiler-fryer chicken, about 2 1/2-3 pounds, cut into serving pieces, or 2 1/2 to 3 pounds of chicken thighs or breasts, bone-in, with skin on, rinsed and patted dry', '1/2 cup of flour for dredging', 'Salt', 'Freshly ground black pepper', 'Paprika', '2 tablespoons extra virgin olive oil (can use up to 1/4 cup)', '1 medium yellow onion, chopped', '1 garlic clove, minced', '2 cups of medium or long-grain white rice', '3 cups* chicken stock', '1 heaping tablespoon tomato paste or 1 cup of diced fresh or cooked tomatoes, strained', 'Pinch of oregano', '1 teaspoon salt']",['Brown the chicken pieces: Heat 3 Tbsp olive oil in a large skillet (a skillet that has a cover) on medium high heat.'],https://www.simplyrecipes.com/wp-content/uploads/2008/03/arroz-con-pollo-horiz-b-800.jpg,Elise Bauer
Mexican Tostada,"Tostadas are meant to be messy! Pile them with your favorite toppings and dig in. These are made with a crispy fried corn tortilla topped with refried beans, grated cheese, chopped avocado and tomato, sliced lettuce, and salsa.","['Dinner', 'Mexican', 'Gluten-Free', 'Refried Beans', 'Tortilla', 'Tostadas']",15 minutes,25 minutes,Serves 4 to 6,"['Corn oil or extra virgin olive oil', '12 corn tortillas', 'Salt', '3 1/2 cups refried beans, homemade or from 2 15-ounce cans', '1/2 head iceberg lettuce, sliced thin and seasoned with salt and vinegar (no oil)', '2 medium tomatoes, chopped', '1 to 2 avocados, chopped peeled and pitted, or guacamole', '8 ounces grated Monterrey Jack, Cheddar, or crumbled queso fresco and/or cotija cheese', '1 cup of salsa, or 1/2 cup sliced pickled jalapeños', 'A handful chopped fresh cilantro']","['Warm the refried beans: Warm the refried beans in a frying pan on medium heat, until warm. If you are using regular canned beans, drain them, then add them to the pan with a little water, mash them as you heat them.']",https://www.simplyrecipes.com/wp-content/uploads/2009/09/mexican-tostada-vertical-b2-1800.jpg,Elise Bauer
Shrimp Quesadilla,"Shrimp quesadilla! Flour tortillas toasted with shredded Monterey Jack cheese and pan-seared shrimp with onions, cilantro, avocados","['Appetizer', 'Dinner', 'Lent', '1-Pot', 'Quick and Easy', 'Mexican', 'TexMex', 'Quesadilla', 'Seafood', 'Shrimp']",15 minutes,10 minutes,Serves one,"['1/4 pound of medium-small raw shrimp, peeled and deveined', '1/4 teaspoon chipotle powder or chili powder', 'Pinch of salt', 'Pinch of pepper', '1\xa0Tbsp of lime or lemon juice', '2 1/2 teaspoons extra virgin olive oil (divided, 2 teaspoons and 1/2 teaspoon)', '1 Tbsp chopped red\xa0onion', '1 Tbsp chopped fresh cilantro, plus more for garnish', 'Salt and pepper', '2 medium-sized flour tortillas', '1/2 cup shredded Monterey Jack cheese', '1/4 avocado, sliced', 'Dollop of sour cream or crema fresca']","['Marinate the shrimp:\xa0Toss the shrimp in a small\xa0bowl\xa0with 1/4 teaspoon of chipotle powder or chile powder, a pinch of salt, pinch of pepper, and a tablespoon of lime or lemon juice. Let sit for 10 minutes. Then drain out the juice.']",https://www.simplyrecipes.com/wp-content/uploads/2008/01/shrimp-quesadillas-vertical-a-1800.jpg,Elise Bauer
Tomatillo Chicken Stew,"Spicy Chicken Stew with Tomatillos! Also jalapeños, onions, garlic, cumin, oregano, and cilantro.","['Dinner', 'Stew', 'Mexican', 'Chicken', 'Salsa Verde', 'Tomatillo']",20 minutes,40 minutes,Serves 4,"['1 1/2 pounds tomatillos', ""1-2 jalapeño chile peppers, or 2-3 serrano chili peppers (include the seeds if you want the heat, remove them if you don't want the heat), stems discarded, chopped"", '1 clove garlic, chopped', '1 teaspoon salt', '2 tablespoons lime (or lemon) juice', 'Pinch of sugar', '2 pounds boneless, skinless chicken thighs or breasts, trimmed of excess fat, cut into 1-inch cubes', 'Salt and pepper', 'Extra virgin olive oil', '2 yellow onions, chopped', '2 cloves garlic, minced', '1 teaspoon ground cumin', '1 teaspoon ground coriander', '1 1/2 cup chicken stock', '2 cups tomatillo sauce', '1 teaspoon dry oregano or 1 tablespoon fresh, chopped', '1/2 cup packed chopped cilantro (about one bunch, rinsed and chopped, stems and leaves)']",['Make the tomatillo sauce: Remove the papery husks from the tomatillos and rinse well. Cut the tomatillos in half and place them cut-side down on an aluminum foil-lined roasting pan.'],https://www.simplyrecipes.com/wp-content/uploads/2009/09/tomatillo-chicken-stew-horiz-a-1800.jpg,Elise Bauer
Pressure Cooker Green Pork Pozole,"The pressure cooker seriously cuts the prep time on Green Pork Pozole! Made with tomatillos, hominy, cilantro, pumpkin seeds, and jalapeños, this soup is Mexican comfort food at its best.","['Soup', 'Stew', 'Instant Pot', 'Pressure Cooker', 'Mexican', 'Gluten-Free', 'Pork', 'Pozole']",5 minutes,"1 hour, 5 minutes",6 servings (about 2 quarts),"['1 small yellow onion, sliced into wedges', '2 garlic cloves, peeled', '2 jalapeños, seeded', '1 pound tomatillos, husked and cut into quarters', '1/2 bunch (1 to 1 1/2 ounces) cilantro, bottom 4 inches of stems trimmed and discarded', '1/4 cup pepitas or shelled pumpkin seeds, toasted (can also use roasted pepitas)', '1 teaspoon dried oregano', '1 teaspoon ground coriander', '1/2 teaspoon ground cumin', '3/4 teaspoon salt', '2 1/2 cups chicken or vegetable broth, divided', '2 tablespoons olive oil', '1 (25 to 30-ounce) can hominy, drained', '1 1/2 pounds pork stew meat or boneless pork shoulder, trimmed of excess fat and cut into 1-inch pieces', '3 cups shredded green cabbage', '1 bunch radishes, sliced', '2 limes, cut into wedges', 'Crushed red pepper flakes']","['Puree the veggies: In a blender, combine the onion, garlic, jalapeños, tomatillos, cilantro, pepitas, spices, and salt. Add 1/2 cup of the broth and blend until smooth, about 30 seconds.']",https://www.simplyrecipes.com/wp-content/uploads/2018/10/Pressure-Cooker-Green-Pork-Pozole-LEAD-VERTICAL.jpg,Coco Morante
Turkey Tortilla Soup,"GREAT tortilla soup made with leftover turkey, corn tortillas, and chipotle in adobo. EASY!","['Soup', 'Thanksgiving', 'Budget', 'Mexican', 'Southwestern', 'Gluten-Free', 'Tortilla', 'Turkey', 'Turkey Leftovers', 'Turkey Soup']",10 minutes,25 minutes,Serves 4 to 6,"['6 6-inch yellow corn tortillas', '4 tablespoons extra virgin olive oil, canola oil, or peanut oil', '1 cup chopped onion', '2 cloves garlic, minced, about 2 teaspoons', '1 chipotle chili in adobo, minced', 'Pinch of ground cumin', '6 cups turkey stock or chicken stock', '1 15-ounce can of crushed tomatoes (use fire roasted if available)', '1/2 teaspoon kosher salt (more to taste)', '2 cups cooked, shredded turkey meat', '1 avocado, cut into cubes', '1 cup shredded Monterey Jack cheese (or mild cheddar)', 'Chopped fresh cilantro', '1 lime, cut into wedges']","['Fry strips of corn tortillas:\xa0 Somewhat dry corn tortillas work best for this, so you can either leave the tortillas out overnight on a rack, or put them in a 200°F oven for 10 minutes. (If your tortillas are too dry, you can soften them by putting them in the microwave for 30 seconds.)']",https://www.simplyrecipes.com/wp-content/uploads/2015/11/turkey-tortilla-soup-vertical-a-1200.jpg,Elise Bauer
Tres Leches Cake,Tres leches is a moist and subtly sweet cake made with sponge cake and three different kinds of milk. It's easy to make (only 30 minutes of active time!) and it gets even better after a day in the fridge.,"['Video', 'Dessert', 'Baking', 'Comfort Food', 'Make-ahead', 'Restaurant Favorite', 'Mexican', 'Cake', 'Milk']",15 minutes,15 minutes,12 servings,"['1 tablespoon melted unsalted butter, for brushing the cake pan', '3/4 cup + 1 tablespoon\xa0 (178g) granulated sugar', '6 large eggs, whites and yolks separated', '1 teaspoon vanilla extract', '1/2 teaspoon kosher salt', '1 1/2 cups (173g) cake flour, sifted', '1 1/2 cups whole milk', '1 (12-ounce) can evaporated milk', '1 (14-ounce) can sweetened condensed milk', '1 tablespoon brandy (optional)', '1 teaspoon vanilla extract', '3 cups heavy cream', '1/2 teaspoon vanilla extract', '1 cup powdered sugar', 'Ground cinnamon']",['Preheat the oven and prep your pans: Preheat your oven to 400°F. Brush the inside of a 9x13x3-inch cake pan with a thin layer of the melted butter.'],https://www.simplyrecipes.com/wp-content/uploads/2019/04/Tres-Leches-LEAD-7.jpg,Marta Rivera
Meyer Lemon Risotto,"Simple risotto made with arborio rice, onion, meyer lemon zest and juice, white wine, oregano, topped with toasted pine nuts and Parmesan.","['Side Dish', 'Gluten-Free', 'Vegetarian', 'Lemon', 'Meyer Lemon', 'Rice', 'Risotto']",5 minutes,35 minutes,Serves 4,"['Kosher salt', '1 1/2 quarts (6 cups) water', '3 tablespoons extra virgin olive oil', '1 tablespoon butter', '3/4 cup finely chopped onion (about 1/2 a med onion)', '2 cups arborio rice or other risotto rice', '1 cup white wine', ""1 or 2 Meyer lemons, enough for 1 Tbsp of zest, and 3 Tbsp of juice (if using regular lemons instead of Meyer, you'll need less juice, start with 1 Tbsp and add more to taste)"", '1 tablespoon of chopped, fresh oregano leaves (can also use mint)', '1/4 teaspoon freshly ground black pepper', '1/4 cup lightly toasted pine nuts (optional)', '1/4 cup finely grated Parmesan (optional)']","['Heat salted water:\xa0Put 1 1/2 quarts (6 cups) of water into a pot. Add 1 level tablespoon of kosher salt (or 2 level teaspoons if you are using table salt). Bring to a boil. Lower the heat to warm, cover and keep warm while you make the risotto.']",https://www.simplyrecipes.com/wp-content/uploads/2012/03/meyer-lemon-risotto-horiz-a-1800.jpg,Elise Bauer
Omelette in a Mug,"Need an easy omelette recipe? Try a microwave omelette! Learn how to cook eggs in the microwave, and you'll have an easy and delicious meal, perfect for busy days.","['Breakfast', 'Microwave', 'Quick and Easy', 'Gluten-Free', 'Low Carb', 'Vegetarian', 'Egg']",2 minutes,2 minutes,1 serving,"['Cooking spray or extra virgin olive oil', '2 large eggs', '1 tablespoon milk', '1 tablespoon grated cheddar cheese', '1 tablespoon finely chopped red bell pepper', '1 teaspoon\xa0finely chopped chives or green onion greens', 'Pinch salt', 'Pinch of black pepper']","['Spray the inside of a large, microwave-safe mug lightly with cooking oil spray, or coat the inside of the mug with olive oil.']",https://www.simplyrecipes.com/wp-content/uploads/2017/02/mug-omelette-horiz-a-1800.jpg,Elise Bauer
Easy Chocolate Pudding in the Microwave,"This dark and dreamy chocolate pudding is just minutes away in the microwave! (Plus some time to chill!) This recipe is so easy and fool-proof, you're going to love it.","['Dessert', ""Valentine's Day"", 'Make-ahead', 'Microwave', 'Quick and Easy', 'Gluten-Free', 'Chocolate', 'Pudding']",10 minutes,6 minutes,4 generous servings,"['1/2 cup sugar', '3 tablespoons cornstarch', '2 tablespoons Dutch-processed cocoa powder', '1/8 teaspoon salt', '2 1/2 cups whole milk', '3 egg yolks', '4 ounces (about 3/4 cup) 60 to 70% chocolate baking chips', '2 tablespoons unsalted butter, cut into chunks', '1 teaspoon vanilla extract', '1 cup heavy cream', '2 teaspoons sugar', '1/2 teaspoon vanilla extract']","['Combine the ingredients: In a medium, microwave-safe bowl, whisk together the sugar, cornstarch, cocoa powder, and salt until blended. Stir in 1/2 cup of the milk and whisk until smooth. Whisk in the egg yolks. Gradually stir in the remaining milk.']",https://www.simplyrecipes.com/wp-content/uploads/2018/01/Microwave-Chocolate-Pudding-LEAD-VERTICAL.jpg,Sally Vargas
